"company_name","account_number","country","accounting_year","reporting_period_to","ticker_symbol","isin","industry_activity_group","reported_scope_1_metric_tonnes_co2e","reported_scope_1_source","estimated_scope_1_metric_tonnes_co2e","estimated_scope_1_model_type","estimated_scope_1_model_quality","scope_1_comments","reported_scope_2_metric_tonnes_co2e","reported_scope_2_source","estimated_scope_2_metric_tonnes_co2e","estimated_scope_2_model_type","estimated_scope_2_model_quality","scope_2_comments"
"Sekisui Chemical Co., Ltd.","16645","Japan","2013","2014-03-31T00:00:00.000","4204 JP","JP3419400001","Home building","164347.66","CDP Response",,,,,"663677.96","CDP Response",,,,
"Sekisui Plastics Co Ltd","55119","Japan","2011",,"4228 JP","JP3419800002","Chemicals",,,"100000","Model 2","2",,,,"87000","Model 2","1",
"Sekisui Plastics Co Ltd","55119","Japan","2012",,"4228 JP","JP3419800002","Chemicals",,,"100000","Model 2","2",,,,"100000","Model 2","1",
"Sekisui Plastics Co Ltd","55119","Japan","2013",,"4228 JP","JP3419800002","Chemicals",,,"89000","Model 2","2",,,,"91000","Model 2","2",
"SembCorp Industries","16649","Singapore","2011",,"SCI SP","SG1R50925390","Electrical Equipment and Machinery",,,"98000","Model 2","2",,,,"200000","Model 2","3",
"SembCorp Industries","16649","Singapore","2012",,"SCI SP","SG1R50925390","Electrical Equipment and Machinery",,,"93000","Model 2","2",,,,"160000","Model 2","4",
"SembCorp Industries","16649","Singapore","2013",,"SCI SP","SG1R50925390","Electrical Equipment and Machinery",,,"140000","Model 2","2",,,,"180000","Model 2","0",
"Seven & I Holdings Co., Ltd.","16728","Japan","2011","2012-02-29T00:00:00.000","3382 JP","JP3422950000","Food & Staples Retailing","169619","CDP Response",,,,,"2310530","CDP Response",,,,
"Seven & I Holdings Co., Ltd.","16728","Japan","2012","2013-03-31T00:00:00.000","3382 JP","JP3422950000","Food & Staples Retailing","157117","CDP Response",,,,,"3463431","CDP Response",,,,
"Seven & I Holdings Co., Ltd.","16728","Japan","2013","2014-03-31T00:00:00.000","3382 JP","JP3422950000","Food & Staples Retailing","132253","CDP Response",,,,,"3579240","CDP Response",,,,
"SeverStal PAO","16700","Russia","2011",,"SVST LI","RU0009046510","Mining - Iron, Aluminum, Other Metals",,,"8300000","Model 2","4",,,,"820000","Model 2","2",
"SeverStal PAO","16700","Russia","2012",,"SVST LI","RU0009046510","Mining - Iron, Aluminum, Other Metals",,,"8900000","Model 2","4",,,,"920000","Model 2","2",
"SeverStal PAO","16700","Russia","2013",,"SVST LI","RU0009046510","Mining - Iron, Aluminum, Other Metals",,,"4200000","Model 2","4",,,,"640000","Model 2","3",
"Shandong Chenming Paper Holdings Limited","16770","China","2011",,"000488 CH","CNE0000015H5","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"560000","Model 2","5",,,,"300000","Model 2","4",
"Shandong Chenming Paper Holdings Limited","16770","China","2012",,"000488 CH","CNE0000015H5","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"640000","Model 2","4",,,,"350000","Model 2","3",
"Shandong Chenming Paper Holdings Limited","16770","China","2013",,"000488 CH","CNE0000015H5","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"660000","Model 2","4",,,,"460000","Model 2","3",
"Shandong Huatai Paper Co Ltd","54998","China","2011",,"600308 CH","CNE0000014Y3","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"290000","Model 2","5",,,,"130000","Model 2","4",
"Shandong Huatai Paper Co Ltd","54998","China","2012",,"600308 CH","CNE0000014Y3","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"280000","Model 2","4",,,,"140000","Model 2","3",
"Shandong Huatai Paper Co Ltd","54998","China","2013",,"600308 CH","CNE0000014Y3","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"280000","Model 2","4",,,,"210000","Model 2","3",
"Shandong Nanshan Aluminum Co Ltd","55019","China","2011",,"600219 CH","CNE000001139","Mining - Iron, Aluminum, Other Metals",,,"280000","Model 2","3",,,,"290000","Model 2","0",
"Shandong Nanshan Aluminum Co Ltd","55019","China","2012",,"600219 CH","CNE000001139","Mining - Iron, Aluminum, Other Metals",,,"310000","Model 2","3",,,,"210000","Model 2","3",
"Shandong Nanshan Aluminum Co Ltd","55019","China","2013",,"600219 CH","CNE000001139","Mining - Iron, Aluminum, Other Metals",,,"260000","Model 2","4",,,,"290000","Model 2","4",
"SH Energy & Chemical Co Ltd","55082","South Korea","2011",,"002360 KS","KR7002360006","Chemicals",,,"4700","Model 2","2",,,,"12000","Model 2","1",
"SH Energy & Chemical Co Ltd","55082","South Korea","2012",,"002360 KS","KR7002360006","Chemicals",,,"6400","Model 2","2",,,,"19000","Model 2","1",
"SH Energy & Chemical Co Ltd","55082","South Korea","2013",,"002360 KS","KR7002360006","Chemicals",,,"9800","Model 2","2",,,,"20000","Model 2","2",
"Shenzhen Zhongjin Lingnan-A","21606","China","2011",,"000060 CH","CNE000000FS7","Mining - Iron, Aluminum, Other Metals",,,"450000","Model 2","3",,,,"270000","Model 2","4",
"Shenzhen Zhongjin Lingnan-A","21606","China","2012",,"000060 CH","CNE000000FS7","Mining - Iron, Aluminum, Other Metals",,,"580000","Model 2","2",,,,"320000","Model 2","3",
"Shenzhen Zhongjin Lingnan-A","21606","China","2013",,"000060 CH","CNE000000FS7","Mining - Iron, Aluminum, Other Metals",,,"770000","Model 2","3",,,,"540000","Model 2","3",
"Sherritt International Corporation","16855","Canada","2011",,"S CN","CA8239011031","Mining - Iron, Aluminum, Other Metals","1585744.39","CSR Report",,,,,"654398.61","CSR Report",,,,
"Sherritt International Corporation","16855","Canada","2012",,"S CN","CA8239011031","Mining - Iron, Aluminum, Other Metals","2297330.29","CSR Report",,,,,"999463.72","CSR Report",,,,
"Sherritt International Corporation","16855","Canada","2013",,"S CN","CA8239011031","Mining - Iron, Aluminum, Other Metals","2441903","CSR Report",,,,,"1129866","CSR Report",,,,
"Sherwin-Williams Company","16842","USA","2011","2011-12-31T00:00:00.000","SHW US","US8243481061","Chemicals","244363","CDP Response",,,,,"279995","CDP Response",,,,
"Sherwin-Williams Company","16842","USA","2012","2012-12-31T00:00:00.000","SHW US","US8243481061","Chemicals","241734","CDP Response",,,,,"280996","CDP Response",,,,
"Sherwin-Williams Company","16842","USA","2013","2013-12-31T00:00:00.000","SHW US","US8243481061","Chemicals","263324","CDP Response",,,,,"273240","CDP Response",,,,
"Shin-Etsu Chemical Co., Ltd.","16839","Japan","2011","2012-03-31T00:00:00.000","4063 JP","JP3371200001","Chemicals","1528537","CDP Response",,,,,"2735102","CDP Response",,,,
"Shin-Etsu Chemical Co., Ltd.","16839","Japan","2012","2013-03-31T00:00:00.000","4063 JP","JP3371200001","Chemicals","1525214.03","CDP Response",,,,,"2950931.71","CDP Response",,,,
"Shin-Etsu Chemical Co., Ltd.","16839","Japan","2013","2014-03-31T00:00:00.000","4063 JP","JP3371200001","Chemicals","1355033.29","CDP Response",,,,,"3091901.1","CDP Response",,,,
"Shinkong Synthetic Fibers Corp","55124","Taiwan","2011",,"1409 TT","TW0001409001","Chemicals",,,"120000","Model 2","2",,,,"98000","Model 2","1",
"Shinkong Synthetic Fibers Corp","55124","Taiwan","2012",,"1409 TT","TW0001409001","Chemicals",,,"110000","Model 2","2",,,,"110000","Model 2","1",
"Shinkong Synthetic Fibers Corp","55124","Taiwan","2013",,"1409 TT","TW0001409001","Chemicals",,,"120000","Model 2","2",,,,"110000","Model 2","2",
"Shougang Fushan Resources Group","49669","Hong Kong","2011",,"639 HK","HK0639031506","Mining - Iron, Aluminum, Other Metals",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"Shougang Fushan Resources Group","49669","Hong Kong","2012",,"639 HK","HK0639031506","Mining - Iron, Aluminum, Other Metals",,,"29000","Model 2","4",,,,"29000","Model 2","2",
"Shougang Fushan Resources Group","49669","Hong Kong","2013",,"639 HK","HK0639031506","Mining - Iron, Aluminum, Other Metals",,,"21000","Model 2","4",,,,"27000","Model 2","3",
"Shree Cement","16912","India","2011","2012-03-31T00:00:00.000","SRCM IN","INE070A01015","Construction Materials","8037847","CDP Response",,,,,"293","CDP Response","410000","Model 2","3","The revenue intensity associated with this data point is outside of the 99th percentile for the industry."
"Shree Cement","16912","India","2012","2013-03-31T00:00:00.000","SRCM IN","INE070A01015","Construction Materials","8734274","CDP Response",,,,,"45665","CDP Response",,,,
"Shree Cement","16912","India","2013","2014-03-31T00:00:00.000","SRCM IN","INE070A01015","Construction Materials","9142768","CDP Response",,,,,"170694","CDP Response",,,,
"Siam Cement","16913","Thailand","2011",,"SCC TB","TH0003010Z04","Construction Materials","20700000","CSR Report",,,,,"2270000","CSR Report",,,,
"Siam Cement","16913","Thailand","2012",,"SCC TB","TH0003010Z04","Construction Materials","22000000","CSR Report",,,,,"2230000","CSR Report",,,,
"Siam Cement","16913","Thailand","2013",,"SCC TB","TH0003010Z04","Construction Materials","21510000","CSR Report",,,,,"2280000","CSR Report",,,,
"Siemens AG","16919","Germany","2011","2011-09-30T00:00:00.000","SIE GR","DE0007236101","Electrical Equipment and Machinery","1263000","CDP Response",,,,,"1841000","CDP Response",,,,
"Siemens AG","16919","Germany","2012","2012-09-30T00:00:00.000","SIE GR","DE0007236101","Electrical Equipment and Machinery","1042000","CDP Response",,,,,"1385000","CDP Response",,,,
"Siemens AG","16919","Germany","2013","2013-09-30T00:00:00.000","SIE GR","DE0007236101","Electrical Equipment and Machinery","997533","CDP Response",,,,,"1338388","CDP Response",,,,
"Sigma-Aldrich Corporation","16892","USA","2011","2011-12-31T00:00:00.000","SIAL US","US8265521018","Chemicals","53927","CDP Response",,,,,"157073","CDP Response",,,,
"Sigma-Aldrich Corporation","16892","USA","2012","2012-12-31T00:00:00.000","SIAL US","US8265521018","Chemicals","55453","CDP Response",,,,,"163354","CDP Response",,,,
"Sigma-Aldrich Corporation","16892","USA","2013","2013-12-31T00:00:00.000","SIAL US","US8265521018","Chemicals","61877","CDP Response",,,,,"162395","CDP Response",,,,
"Singapore Airlines","17087","Singapore","2011","2012-03-31T00:00:00.000","SIA SP","SG1V61937297","Air Transportation - Airlines","13826615","CDP Response",,,,,"31705","CDP Response",,,,
"Singapore Airlines","17087","Singapore","2012","2013-03-31T00:00:00.000","SIA SP","SG1V61937297","Air Transportation - Airlines","14216289","CDP Response",,,,,"29284","CDP Response",,,,
"Singapore Airlines","17087","Singapore","2013","2014-03-31T00:00:00.000","SIA SP","SG1V61937297","Air Transportation - Airlines","14068076","CDP Response",,,,,"27286","CDP Response",,,,
"SINOPEC Shandong Taishan Petroleum Co. Ltd.","50500","China","2011",,"000554 CH","CNE000000669","Chemicals",,,"33000","Model 2","2",,,,"42000","Model 2","1",
"SINOPEC Shandong Taishan Petroleum Co. Ltd.","50500","China","2012",,"000554 CH","CNE000000669","Chemicals",,,"38000","Model 2","2",,,,"56000","Model 2","1",
"SINOPEC Shandong Taishan Petroleum Co. Ltd.","50500","China","2013",,"000554 CH","CNE000000669","Chemicals",,,"41000","Model 2","2",,,,"54000","Model 2","2",
"Sintex Industries","32009","India","2011",,"SINT IN","INE429C01035","Building Products",,,"18000","Model 2","2",,,,"28000","Model 2","3",
"Sintex Industries","32009","India","2012",,"SINT IN","INE429C01035","Building Products",,,"24000","Model 2","2",,,,"33000","Model 2","3",
"Sintex Industries","32009","India","2013",,"SINT IN","INE429C01035","Building Products",,,"21000","Model 2","3",,,,"36000","Model 2","4",
"Skywest Inc","22433","USA","2011",,"SKYW US","US8308791024","Air Transportation - Airlines",,,"3500000","Model 3","5",,,,"14000","Model 3","3",
"Skywest Inc","22433","USA","2012",,"SKYW US","US8308791024","Air Transportation - Airlines",,,"3300000","Model 3","5",,,,"11000","Model 3","3",
"Skywest Inc","22433","USA","2013",,"SKYW US","US8308791024","Air Transportation - Airlines",,,"3100000","Model 3","5",,,,"9800","Model 3","3",
"Solvay S.A.","17296","Belgium","2011","2011-12-31T00:00:00.000","SOLB BB","BE0003470755","Chemicals","10821189","CDP Response",,,,,"3664925","CDP Response",,,,
"Solvay S.A.","17296","Belgium","2012","2012-12-31T00:00:00.000","SOLB BB","BE0003470755","Chemicals","10349521","CDP Response",,,,,"4557133","CDP Response",,,,
"Solvay S.A.","17296","Belgium","2013","2013-12-31T00:00:00.000","SOLB BB","BE0003470755","Chemicals","9914980","CDP Response",,,,,"3586474","CDP Response",,,,
"Sonae Indústria SGPS SA","17353","Portugal","2011",,"SONI PL","PTS3P0AM0017","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"410000","Model 2","5",,,,"150000","Model 2","4",
"Sonae Indústria SGPS SA","17353","Portugal","2012",,"SONI PL","PTS3P0AM0017","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"420000","Model 2","4",,,,"140000","Model 2","3",
"Sonae Indústria SGPS SA","17353","Portugal","2013",,"SONI PL","PTS3P0AM0017","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"270000","Model 2","4",,,,"140000","Model 2","3",
"Soulbrain Co.,Ltd","36984","South Korea","2011",,"036830 KS","KR7036830008","Chemicals",,,"10000","Model 2","2",,,,"29000","Model 2","2",
"Soulbrain Co.,Ltd","36984","South Korea","2012",,"036830 KS","KR7036830008","Chemicals",,,"18000","Model 2","2",,,,"31000","Model 2","2",
"Soulbrain Co.,Ltd","36984","South Korea","2013",,"036830 KS","KR7036830008","Chemicals",,,"17000","Model 2","2",,,,"35000","Model 2","3",
"Southern Acids Malaysia BHD","55080","Malaysia","2011",,"SA MK","MYL5134OO001","Chemicals",,,"3400","Model 2","2",,,,"13000","Model 2","2",
"Southern Acids Malaysia BHD","55080","Malaysia","2012",,"SA MK","MYL5134OO001","Chemicals",,,"4700","Model 2","2",,,,"10000","Model 2","2",
"Southern Acids Malaysia BHD","55080","Malaysia","2013",,"SA MK","MYL5134OO001","Chemicals",,,"3800","Model 2","2",,,,"11000","Model 2","3",
"Southern Copper Corporation","17435","Peru","2011",,"SCCO PE","US84265V1052","Mining - Iron, Aluminum, Other Metals",,,"1000000","Model 2","3",,,,"160000","Model 2","4",
"Southern Copper Corporation","17435","Peru","2012",,"SCCO PE","US84265V1052","Mining - Iron, Aluminum, Other Metals",,,"1100000","Model 2","2",,,,"220000","Model 2","3",
"Southern Copper Corporation","17435","Peru","2013",,"SCCO PE","US84265V1052","Mining - Iron, Aluminum, Other Metals",,,"1400000","Model 2","3",,,,"340000","Model 2","3",
"Southwest Airlines Co.","17420","USA","2011","2011-12-31T00:00:00.000","LUV US","US8447411088","Air Transportation - Airlines","17417782","CDP Response",,,,,"42058","CDP Response",,,,
"Southwest Airlines Co.","17420","USA","2012","2012-12-31T00:00:00.000","LUV US","US8447411088","Air Transportation - Airlines","18232474","CDP Response",,,,,"46783","CDP Response",,,,
"Southwest Airlines Co.","17420","USA","2013","2013-12-31T00:00:00.000","LUV US","US8447411088","Air Transportation - Airlines","17949278","CDP Response",,,,,"47680","CDP Response",,,,
"S Polytech Co Ltd","55126","South Korea","2011",,"050760 KS","KR7050760008","Chemicals",,,"3700","Model 2","2",,,,"9800","Model 2","1",
"S Polytech Co Ltd","55126","South Korea","2012",,"050760 KS","KR7050760008","Chemicals",,,"3600","Model 2","2",,,,"14000","Model 2","1",
"S Polytech Co Ltd","55126","South Korea","2013",,"050760 KS","KR7050760008","Chemicals",,,"4000","Model 2","2",,,,"11000","Model 2","2",
"SSAB","17583","Sweden","2011",,"SSABA SS","SE0000171100","Mining - Iron, Aluminum, Other Metals","10619855","Company Submitted Data",,,,"These values Include operations in Sweden, US (SSAB) and Finland (Rautaruukki, combined with SSAB in 2014)","1333662","Company Submitted Data",,,,"These values Include operations in Sweden, US (SSAB) and Finland (Rautaruukki, combined with SSAB in 2014)"
"SSAB","17583","Sweden","2012",,"SSABA SS","SE0000171100","Mining - Iron, Aluminum, Other Metals","9305356","Company Submitted Data",,,,"These values Include operations in Sweden, US (SSAB) and Finland (Rautaruukki, combined with SSAB in 2014)","1310069","Company Submitted Data",,,,"These values Include operations in Sweden, US (SSAB) and Finland (Rautaruukki, combined with SSAB in 2014)"
"SSAB","17583","Sweden","2013",,"SSABA SS","SE0000171100","Mining - Iron, Aluminum, Other Metals","9358416","Company Submitted Data",,,,"These values Include operations in Sweden, US (SSAB) and Finland (Rautaruukki, combined with SSAB in 2014)","1391570","Company Submitted Data",,,,"These values Include operations in Sweden, US (SSAB) and Finland (Rautaruukki, combined with SSAB in 2014)"
"Steel Authority of India","17769","India","2011",,"SAIL IN","INE114A01011","Mining - Iron, Aluminum, Other Metals",,,"3300000","Model 2","4",,,,"540000","Model 2","2",
"Steel Authority of India","17769","India","2012",,"SAIL IN","INE114A01011","Mining - Iron, Aluminum, Other Metals",,,"2600000","Model 2","4",,,,"570000","Model 2","2",
"Steel Authority of India","17769","India","2013",,"SAIL IN","INE114A01011","Mining - Iron, Aluminum, Other Metals",,,"2700000","Model 2","4",,,,"690000","Model 2","3",
"Stora Enso Oyj","23129","Finland","2011","2011-12-31T00:00:00.000","STERV FH","FI0009005961","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","2967000","CDP Response",,,,,"1850000","CDP Response",,,,
"Stora Enso Oyj","23129","Finland","2012","2012-12-31T00:00:00.000","STERV FH","FI0009005961","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","2650000","CDP Response",,,,,"1960000","CDP Response",,,,
"Stora Enso Oyj","23129","Finland","2013","2013-12-31T00:00:00.000","STERV FH","FI0009005961","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","2776000","CDP Response",,,,,"1953000","CDP Response",,,,
"Straits Resources Limited","17818","Australia","2011",,"SRQ AU","AU000000SRQ5","Mining - Iron, Aluminum, Other Metals",,,"27000","Model 2","3",,,,"18000","Model 2","4",
"Straits Resources Limited","17818","Australia","2012",,"SRQ AU","AU000000SRQ5","Mining - Iron, Aluminum, Other Metals",,,"56000","Model 2","2",,,,"28000","Model 2","3",
"Straits Resources Limited","17818","Australia","2013",,"SRQ AU","AU000000SRQ5","Mining - Iron, Aluminum, Other Metals",,,"33000","Model 2","3",,,,"23000","Model 2","3",
"Sumalindo Lestari Jaya Tbk PT","55009","Indonesia","2011",,"SULI IJ","ID1000088909","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"6300","Model 2","5",,,,"1500","Model 2","4",
"Sumalindo Lestari Jaya Tbk PT","55009","Indonesia","2012",,"SULI IJ","ID1000088909","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"3800","Model 2","4",,,,"1100","Model 2","3",
"Sumalindo Lestari Jaya Tbk PT","55009","Indonesia","2013",,"SULI IJ","ID1000088909","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"1400","Model 2","4",,,,"1800","Model 2","3",
"Sumitomo Chemical Co., Ltd.","17880","Japan","2011","2012-03-31T00:00:00.000","4005 JP","JP3401400001","Chemicals","1999000","CDP Response",,,,,"1437000","CDP Response",,,,
"Sumitomo Chemical Co., Ltd.","17880","Japan","2012","2013-03-31T00:00:00.000","4005 JP","JP3401400001","Chemicals","256800000","CDP Response","10000000","Model 2","4","Response appears inconsistent with modeled data and CDP responses.","155600000","CDP Response","2600000","Model 2","4","Response appears inconsistent with other responses and CDP estimates."
"Sumitomo Chemical Co., Ltd.","17880","Japan","2013","2014-03-31T00:00:00.000","4005 JP","JP3401400001","Chemicals","2591000","CDP Response",,,,,"1646000","CDP Response",,,,
"Sumitomo Forestry Co., Ltd.","17897","Japan","2011","2012-03-31T00:00:00.000","1911 JP","JP3409800004","Home building","52294.57","CDP Response",,,,,"110368.66","CDP Response",,,,
"Sumitomo Forestry Co., Ltd.","17897","Japan","2012","2013-03-31T00:00:00.000","1911 JP","JP3409800004","Home building","56324.44","CDP Response",,,,,"113023.9","CDP Response",,,,
"Sumitomo Forestry Co., Ltd.","17897","Japan","2013","2014-03-31T00:00:00.000","1911 JP","JP3409800004","Home building","55436.3","CDP Response",,,,,"121505.26","CDP Response",,,,
"Sumitomo Metal Industries, Ltd.","17900","Japan","2011",,"5405 JP","JP3402200004","Mining - Iron, Aluminum, Other Metals",,,"10000000","Model 2","4",,,,"1200000","Model 2","2",
"Sumitomo Metal Industries, Ltd.","17900","Japan","2012",,"5405 JP","JP3402200004","Mining - Iron, Aluminum, Other Metals","2620000","CSR Report",,,,,,,,,,"No revenue, modeled data dropped."
"Sumitomo Metal Industries, Ltd.","17900","Japan","2013",,"5405 JP","JP3402200004","Mining - Iron, Aluminum, Other Metals","2700000","CSR Report",,,,,,,,,,"No revenue, modeled data dropped."
"Sumitomo Osaka Cement Co., Ltd.","17918","Japan","2011",,"5232 JP","JP3400900001","Construction Materials",,,"12000000","Model 2","3",,,,"890000","Model 2","3",
"Sumitomo Osaka Cement Co., Ltd.","17918","Japan","2012",,"5232 JP","JP3400900001","Construction Materials",,,"10000000","Model 2","2",,,,"650000","Model 2","2",
"Sumitomo Osaka Cement Co., Ltd.","17918","Japan","2013",,"5232 JP","JP3400900001","Construction Materials",,,"7400000","Model 2","2",,,,"1000000","Model 2","3",
"Sumitomo Rubber Industries, Ltd.","17893","Japan","2011","2011-12-31T00:00:00.000","5110 JP","JP3404200002","Tires","241044","CDP Response",,,,,"366616","CDP Response",,,,
"Sumitomo Rubber Industries, Ltd.","17893","Japan","2012","2012-12-31T00:00:00.000","5110 JP","JP3404200002","Tires","320916","CDP Response",,,,,"412996","CDP Response",,,,
"Sumitomo Rubber Industries, Ltd.","17893","Japan","2013","2013-12-31T00:00:00.000","5110 JP","JP3404200002","Tires","322180","CDP Response",,,,,"434657","CDP Response",,,,
"Sungchang Enterprise Holdings Ltd","55130","South Korea","2011",,"000180 KS","KR7000180000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"20000","Model 2","5",,,,"6000","Model 2","4",
"Sungchang Enterprise Holdings Ltd","55130","South Korea","2012",,"000180 KS","KR7000180000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"20000","Model 2","4",,,,"7200","Model 2","3",
"Sungchang Enterprise Holdings Ltd","55130","South Korea","2013",,"000180 KS","KR7000180000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"16000","Model 2","4",,,,"16000","Model 2","3",
"Suntory Beverage & Food","50182","Japan","2011",,"2587 JP","JP3336560002","Food & Beverage Processing",,,"320000","Model 2","5",,,,"250000","Model 2","3",
"Suntory Beverage & Food","50182","Japan","2012",,"2587 JP","JP3336560002","Food & Beverage Processing",,,"320000","Model 2","5",,,,"290000","Model 2","3",
"Suntory Beverage & Food","50182","Japan","2013","2013-12-31T00:00:00.000","2587 JP","JP3336560002","Food & Beverage Processing","132656","CDP Response",,,,,"99597","CDP Response",,,,
"Suzano Papel & Celulose","18065","Brazil","2011","2011-12-31T00:00:00.000","SUZB5 BZ","BRSUZBACNPA3","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","925088.17","CDP Response",,,,,"27790.93","CDP Response",,,,
"Suzano Papel & Celulose","18065","Brazil","2012",,"SUZB5 BZ","BRSUZBACNPA3","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","909000","CSR Report",,,,,"55100","CSR Report",,,,
"Suzano Papel & Celulose","18065","Brazil","2013",,"SUZB5 BZ","BRSUZBACNPA3","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","826495.97","CSR Report",,,,,"80132","CSR Report",,,,
"Suzhou Tianma Specialty Chemicals Co Ltd","54984","China","2011",,"002453 CH","CNE100000RW3","Chemicals",,,"2400","Model 2","2",,,,"9900","Model 2","2",
"Suzhou Tianma Specialty Chemicals Co Ltd","54984","China","2012",,"002453 CH","CNE100000RW3","Chemicals",,,"4100","Model 2","2",,,,"9000","Model 2","2",
"Suzhou Tianma Specialty Chemicals Co Ltd","54984","China","2013",,"002453 CH","CNE100000RW3","Chemicals",,,"4200","Model 2","2",,,,"12000","Model 2","3",
"Syngenta AG","18141","Switzerland","2011","2011-09-30T00:00:00.000","SYNN VX","CH0011037469","Chemicals","578000","CDP Response",,,,,"374000","CDP Response",,,,
"Syngenta AG","18141","Switzerland","2012","2012-09-30T00:00:00.000","SYNN VX","CH0011037469","Chemicals","733000","CDP Response",,,,,"391000","CDP Response",,,,
"Syngenta AG","18141","Switzerland","2013","2013-09-30T00:00:00.000","SYNN VX","CH0011037469","Chemicals","710000","CDP Response",,,,,"417000","CDP Response",,,,
"Tae Kyung Industrial Co Ltd","55057","South Korea","2011",,"015890 KS","KR7015890007","Chemicals",,,"16000","Model 2","2",,,,"26000","Model 2","1",
"Tae Kyung Industrial Co Ltd","55057","South Korea","2012",,"015890 KS","KR7015890007","Chemicals",,,"18000","Model 2","2",,,,"36000","Model 2","1",
"Tae Kyung Industrial Co Ltd","55057","South Korea","2013",,"015890 KS","KR7015890007","Chemicals",,,"24000","Model 2","2",,,,"37000","Model 2","2",
"Taewoong","21206","South Korea","2012",,"044490 KS","KR7044490001","Electrical Equipment and Machinery",,,"3000","Model 2","3",,,,"7700","Model 2","3",
"Taewoong","21206","South Korea","2013",,"044490 KS","KR7044490001","Electrical Equipment and Machinery",,,"3500","Model 2","2",,,,"8200","Model 2","2",
"Taewoong","21206","South Korea","2011",,"044490 KS","KR7044490001","Electrical Equipment and Machinery",,,"4000","Model 2","2",,,,"5800","Model 2","2",
"Taiheiyo Cement Corporation","18273","Japan","2012","2013-03-31T00:00:00.000","5233 JP","JP3449020001","Construction Materials","34548197","CDP Response",,,,,"1727064","CDP Response",,,,
"Taiheiyo Cement Corporation","18273","Japan","2011","2012-03-31T00:00:00.000","5233 JP","JP3449020001","Construction Materials","34055999","CDP Response",,,,,"1633490","CDP Response",,,,
"Taiheiyo Cement Corporation","18273","Japan","2013","2014-03-31T00:00:00.000","5233 JP","JP3449020001","Construction Materials","34872812","CDP Response",,,,,"1646795","CDP Response",,,,
"Taiwan Cement","21396","Taiwan","2011",,"1101 TT","TW0001101004","Construction Materials",,,"15000000","Model 2","3",,,,"1200000","Model 2","3",
"Taiwan Cement","21396","Taiwan","2012",,"1101 TT","TW0001101004","Construction Materials",,,"13000000","Model 2","2",,,,"960000","Model 2","2",
"Taiwan Cement","21396","Taiwan","2013",,"1101 TT","TW0001101004","Construction Materials",,,"12000000","Model 2","2",,,,"1500000","Model 2","3",
"Tamil Nadu Newsprint & Papers Ltd","55103","India","2011",,"TNNP IN","INE107A01015","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"52000","Model 2","5",,,,"18000","Model 2","4",
"Tamil Nadu Newsprint & Papers Ltd","55103","India","2012",,"TNNP IN","INE107A01015","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"54000","Model 2","4",,,,"22000","Model 2","3",
"Tamil Nadu Newsprint & Papers Ltd","55103","India","2013",,"TNNP IN","INE107A01015","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"53000","Model 2","4",,,,"47000","Model 2","3",
"Tangshan Jidong Cement Co-A","21592","China","2011",,"000401 CH","CNE000000GX5","Construction Materials",,,"11000000","Model 2","3",,,,"790000","Model 2","3",
"Tangshan Jidong Cement Co-A","21592","China","2012",,"000401 CH","CNE000000GX5","Construction Materials",,,"9100000","Model 2","2",,,,"560000","Model 2","2",
"Tangshan Jidong Cement Co-A","21592","China","2013",,"000401 CH","CNE000000GX5","Construction Materials",,,"7900000","Model 2","2",,,,"1100000","Model 2","3",
"Tan Mai General Wood JSC","54986","Vietnam","2011",,"TMW VN","VN000000TMW3","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
