"company_name","account_number","country","accounting_year","reporting_period_to","ticker_symbol","isin","industry_activity_group","reported_scope_1_metric_tonnes_co2e","reported_scope_1_source","estimated_scope_1_metric_tonnes_co2e","estimated_scope_1_model_type","estimated_scope_1_model_quality","scope_1_comments","reported_scope_2_metric_tonnes_co2e","reported_scope_2_source","estimated_scope_2_metric_tonnes_co2e","estimated_scope_2_model_type","estimated_scope_2_model_quality","scope_2_comments"
"Mitsubishi Materials Corporation","12120","Japan","2012","2013-03-31T00:00:00.000","5711 JP","JP3903000002","Mining - Iron, Aluminum, Other Metals","10626000","CDP Response",,,,,"1706000","CDP Response",,,,
"Mitsubishi Materials Corporation","12120","Japan","2013","2014-03-31T00:00:00.000","5711 JP","JP3903000002","Mining - Iron, Aluminum, Other Metals","10883000","CDP Response",,,,,"1840000","CDP Response",,,,
"Mitsubishi Paper Mills Ltd","55001","Japan","2011",,"3864 JP","JP3901200000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"500000","Model 2","5",,,,"260000","Model 2","4",
"Mitsubishi Paper Mills Ltd","55001","Japan","2012",,"3864 JP","JP3901200000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"480000","Model 2","4",,,,"250000","Model 2","3",
"Mitsubishi Paper Mills Ltd","55001","Japan","2013",,"3864 JP","JP3901200000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"380000","Model 2","4",,,,"280000","Model 2","3",
"Mitsui Chemicals, Inc.","12268","Japan","2011","2012-03-31T00:00:00.000","4183 JP","JP3888300005","Chemicals","4060000","CDP Response",,,,,"1390000","CDP Response",,,,
"Mitsui Chemicals, Inc.","12268","Japan","2012","2013-03-31T00:00:00.000","4183 JP","JP3888300005","Chemicals","3760000","CDP Response",,,,,"1540000","CDP Response",,,,
"Mitsui Chemicals, Inc.","12268","Japan","2013","2014-03-31T00:00:00.000","4183 JP","JP3888300005","Chemicals","3760000","CDP Response",,,,,"1680000","CDP Response",,,,
"MMC Norilsk Nickel OSJC","7574","Russia","2011",,"GMKN RX","RU0007288411","Mining - Iron, Aluminum, Other Metals",,,"3500000","Model 2","3",,,,"1400000","Model 2","4",
"MMC Norilsk Nickel OSJC","7574","Russia","2012",,"GMKN RX","RU0007288411","Mining - Iron, Aluminum, Other Metals",,,"3200000","Model 2","2",,,,"1200000","Model 2","3",
"MMC Norilsk Nickel OSJC","7574","Russia","2013",,"GMKN RX","RU0007288411","Mining - Iron, Aluminum, Other Metals",,,"3300000","Model 2","3",,,,"1500000","Model 2","3",
"MMK - Magnitogorsk Iron & Steel Works","11266","Russia","2011",,"MAGN RM","RU0009084396","Mining - Iron, Aluminum, Other Metals",,,"3400000","Model 2","4",,,,"420000","Model 2","2",
"MMK - Magnitogorsk Iron & Steel Works","11266","Russia","2012",,"MAGN RM","RU0009084396","Mining - Iron, Aluminum, Other Metals",,,"4100000","Model 2","4",,,,"550000","Model 2","2",
"MMK - Magnitogorsk Iron & Steel Works","11266","Russia","2013",,"MAGN RM","RU0009084396","Mining - Iron, Aluminum, Other Metals",,,"3200000","Model 2","4",,,,"540000","Model 2","3",
"Molson Coors Brewing Company","12348","USA","2011","2011-12-31T00:00:00.000","TAP US","US60871R2094","Food & Beverage Processing","426879","CDP Response",,,,,"466467","CDP Response",,,,
"Molson Coors Brewing Company","12348","USA","2012","2012-12-31T00:00:00.000","TAP US","US60871R2094","Food & Beverage Processing","380118","CDP Response",,,,,"466599","CDP Response",,,,
"Molson Coors Brewing Company","12348","USA","2013","2013-12-31T00:00:00.000","TAP US","US60871R2094","Food & Beverage Processing","206749","CDP Response",,,,,"123415","CDP Response",,,,
"Mondelez International Inc","42037","USA","2011",,"MDLZ US","US6092071058","Food & Beverage Processing",,,"2200000","Model 2","3",,,,"2300000","Model 2","4",
"Mondelez International Inc","42037","USA","2012","2012-12-31T00:00:00.000","MDLZ US","US6092071058","Food & Beverage Processing","1075761","CDP Response",,,,,"954755","CDP Response",,,,
"Mondelez International Inc","42037","USA","2013","2013-12-31T00:00:00.000","MDLZ US","US6092071058","Food & Beverage Processing","1080025","CDP Response",,,,,"988185","CDP Response",,,,
"Mongolian Mining Corp.","50511","Mongolia","2011",,"975 HK","KYG6264V1023","Mining - Iron, Aluminum, Other Metals",,,,,,"Modeled data omitted, sample size issues affect quality of model predictions.",,,,,,"Modeled data omitted; sample size issues affect quality of model predictions."
"Mongolian Mining Corp.","50511","Mongolia","2012",,"975 HK","KYG6264V1023","Mining - Iron, Aluminum, Other Metals",,,,,,"Modeled data omitted, sample size issues affect quality of model predictions.",,,,,,"Modeled data omitted; sample size issues affect quality of model predictions."
"Mongolian Mining Corp.","50511","Mongolia","2013","2013-12-31T00:00:00.000","975 HK","KYG6264V1023","Mining - Iron, Aluminum, Other Metals","414000","CDP Response",,,,,"98000","CDP Response",,,,
"Monsanto Company","12330","USA","2011","2011-12-31T00:00:00.000","MON US","US61166W1018","Chemicals","1389817","CDP Response",,,,,"1144031","CDP Response",,,,
"Monsanto Company","12330","USA","2012","2012-12-31T00:00:00.000","MON US","US61166W1018","Chemicals","1610000","CDP Response",,,,,"539000","CDP Response",,,,
"Monsanto Company","12330","USA","2013","2013-12-31T00:00:00.000","MON US","US61166W1018","Chemicals","1450000","CDP Response",,,,,"565000","CDP Response",,,,
"Moorim P&P Co., Ltd.","36961","South Korea","2011",,"009580 KS","KR7009580002","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"71000","Model 2","5",,,,"26000","Model 2","4",
"Moorim P&P Co., Ltd.","36961","South Korea","2012",,"009580 KS","KR7009580002","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"88000","Model 2","4",,,,"37000","Model 2","3",
"Moorim P&P Co., Ltd.","36961","South Korea","2013",,"009580 KS","KR7009580002","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"88000","Model 2","4",,,,"75000","Model 2","3",
"Moorim SP Co Ltd","55100","South Korea","2011",,"001810 KS","KR7001810001","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"Moorim SP Co Ltd","55100","South Korea","2012",,"001810 KS","KR7001810001","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"19000","Model 2","4",,,,"6600","Model 2","3",
"Moorim SP Co Ltd","55100","South Korea","2013",,"001810 KS","KR7001810001","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"26000","Model 2","4",,,,"25000","Model 2","3",
"Morgan Advanced Materials","12389","United Kingdom","2011",,"MGAM LN","GB0006027295","Electrical Equipment and Machinery",,,,,,,,,,,,"Modeled data omitted; sample size issues affect quality of model predictions."
"Morgan Advanced Materials","12389","United Kingdom","2012","2012-12-31T00:00:00.000","MGAM LN","GB0006027295","Electrical Equipment and Machinery","152600","CDP Response",,,,,"253000","CDP Response",,,,
"Morgan Advanced Materials","12389","United Kingdom","2013","2013-12-31T00:00:00.000","MGAM LN","GB0006027295","Electrical Equipment and Machinery","150000","CDP Response",,,,,"238800","CDP Response",,,,
"Morrison Supermarkets","12376","United Kingdom","2011","2011-12-31T00:00:00.000","MRW LN","GB0006043169","Food & Staples Retailing","500394","CDP Response",,,,,"784026","CDP Response",,,,
"Morrison Supermarkets","12376","United Kingdom","2012","2012-12-31T00:00:00.000","MRW LN","GB0006043169","Food & Staples Retailing","469567","CDP Response",,,,,"762686","CDP Response",,,,
"Morrison Supermarkets","12376","United Kingdom","2013","2013-12-31T00:00:00.000","MRW LN","GB0006043169","Food & Staples Retailing","440434","CDP Response",,,,,"642384","CDP Response",,,,
"Nan Ya Plastics","12674","Taiwan","2011",,"1303 TT","TW0001303006","Chemicals",,,"2400000","Model 2","2",,,,"710000","Model 2","1",
"Nan Ya Plastics","12674","Taiwan","2012",,"1303 TT","TW0001303006","Chemicals",,,"2000000","Model 2","2",,,,"590000","Model 2","1",
"Nan Ya Plastics","12674","Taiwan","2013",,"1303 TT","TW0001303006","Chemicals",,,"1800000","Model 2","2",,,,"730000","Model 2","2",
"Nari Hamico Minerals JSC","55069","Vietnam","2011",,"KSS VN","VN000000KSS7","Mining - Iron, Aluminum, Other Metals",,,"930","Model 2","3",,,,"790","Model 2","4",
"Nari Hamico Minerals JSC","55069","Vietnam","2012",,"KSS VN","VN000000KSS7","Mining - Iron, Aluminum, Other Metals",,,"3900","Model 2","2",,,,"1700","Model 2","3",
"Nari Hamico Minerals JSC","55069","Vietnam","2013",,"KSS VN","VN000000KSS7","Mining - Iron, Aluminum, Other Metals",,,"1400","Model 2","3",,,,"1000","Model 2","3",
"National Aluminium Co.","12796","India","2011",,"NACL IN","INE139A01034","Mining - Iron, Aluminum, Other Metals",,,"140000","Model 2","3",,,,"150000","Model 2","0",
"National Aluminium Co.","12796","India","2012",,"NACL IN","INE139A01034","Mining - Iron, Aluminum, Other Metals",,,"100000","Model 2","3",,,,"72000","Model 2","3",
"National Aluminium Co.","12796","India","2013",,"NACL IN","INE139A01034","Mining - Iron, Aluminum, Other Metals",,,"76000","Model 2","4",,,,"100000","Model 2","4",
"National Petrochemical Co","55013","Saudi Arabia","2011",,"PETROCH AB","SA12BG50V917","Chemicals",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"National Petrochemical Co","55013","Saudi Arabia","2012",,"PETROCH AB","SA12BG50V917","Chemicals",,,"9500","Model 2","2",,,,"24000","Model 2","1",
"National Petrochemical Co","55013","Saudi Arabia","2013",,"PETROCH AB","SA12BG50V917","Chemicals",,,"98000","Model 2","2",,,,"98000","Model 2","2",
"Navistar International Corporation","12893","USA","2011",,"NAV US","US63934E1082","Electrical Equipment and Machinery",,,"130000","Model 2","2",,,,"300000","Model 2","2",
"Navistar International Corporation","12893","USA","2012","2012-12-31T00:00:00.000","NAV US","US63934E1082","Electrical Equipment and Machinery","140666","CDP Response",,,,,"344286","CDP Response",,,,
"Navistar International Corporation","12893","USA","2013","2013-12-31T00:00:00.000","NAV US","US63934E1082","Electrical Equipment and Machinery","138130","CDP Response",,,,,"304191","CDP Response",,,,
"Nestlé","12942","Switzerland","2011","2011-12-31T00:00:00.000","NESN VX","CH0038863350","Food & Beverage Processing","3806467","CDP Response",,,,,"3233547","CDP Response",,,,
"Nestlé","12942","Switzerland","2012","2012-12-31T00:00:00.000","NESN VX","CH0038863350","Food & Beverage Processing","3706080","CDP Response",,,,,"3391319","CDP Response",,,,
"Nestlé","12942","Switzerland","2013","2013-12-31T00:00:00.000","NESN VX","CH0038863350","Food & Beverage Processing","3985115","CDP Response",,,,,"3814017","CDP Response",,,,
"Newcrest Mining","13115","Australia","2011","2012-06-30T00:00:00.000","NCM AU","AU000000NCM7","Mining - Other (Precious Metals and Gems)","1542738","CDP Response",,,,,"689938","CDP Response",,,,
"Newcrest Mining","13115","Australia","2012","2013-06-30T00:00:00.000","NCM AU","AU000000NCM7","Mining - Other (Precious Metals and Gems)","1647554","CDP Response",,,,,"820549","CDP Response",,,,
"Newcrest Mining","13115","Australia","2013",,"NCM AU","AU000000NCM7","Mining - Other (Precious Metals and Gems)",,,"740000","Model 2","4",,,,"690000","Model 2","2",
"Newmont Mining Corporation","13117","USA","2011","2011-12-31T00:00:00.000","NEM US","US6516391066","Mining - Other (Precious Metals and Gems)","4414205.63","CDP Response",,,,,"1145553.1","CDP Response",,,,
"Newmont Mining Corporation","13117","USA","2012","2012-12-31T00:00:00.000","NEM US","US6516391066","Mining - Other (Precious Metals and Gems)","4016150","CDP Response",,,,,"1182740","CDP Response",,,,
"Newmont Mining Corporation","13117","USA","2013","2013-12-31T00:00:00.000","NEM US","US6516391066","Mining - Other (Precious Metals and Gems)","4402779.5","CDP Response",,,,,"1205633.1","CDP Response",,,,
"New World Resources N.V.","21519","Czech Republic","2011",,"NWR LN","GB00B42CTW68","Mining - Iron, Aluminum, Other Metals","136000","CSR Report",,,,,,,,,,"Modeled data omitted; sample size issues affect quality of model predictions."
"New World Resources N.V.","21519","Czech Republic","2012",,"NWR LN","GB00B42CTW68","Mining - Iron, Aluminum, Other Metals","116000","CSR Report",,,,,,,,,,"Modeled data omitted; sample size issues affect quality of model predictions."
"New World Resources N.V.","21519","Czech Republic","2013",,"NWR LN","GB00B42CTW68","Mining - Iron, Aluminum, Other Metals","2061459.96","CSR Report",,,,,"905008","CSR Report",,,,
"Nine Dragons Paper Holdings","13291","Hong Kong","2011",,"2689 HK","BMG653181005","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"930000","Model 2","5",,,,"530000","Model 2","4",
"Nine Dragons Paper Holdings","13291","Hong Kong","2012",,"2689 HK","BMG653181005","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"990000","Model 2","4",,,,"570000","Model 2","3",
"Nine Dragons Paper Holdings","13291","Hong Kong","2013",,"2689 HK","BMG653181005","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"1000000","Model 2","4",,,,"660000","Model 2","3",
"Nippon Denko Co Ltd","55094","Japan","2011",,"5563 JP","JP3734600004","Mining - Iron, Aluminum, Other Metals",,,"56000","Model 2","4",,,,"27000","Model 2","2",
"Nippon Denko Co Ltd","55094","Japan","2012",,"5563 JP","JP3734600004","Mining - Iron, Aluminum, Other Metals",,,"31000","Model 2","4",,,,"30000","Model 2","2",
"Nippon Denko Co Ltd","55094","Japan","2013",,"5563 JP","JP3734600004","Mining - Iron, Aluminum, Other Metals",,,"21000","Model 2","4",,,,"28000","Model 2","3",
"NIPPON LIGHT METAL CO. LTD.","51768","Japan","2011",,"5703 JP","JP3700200003","Mining - Iron, Aluminum, Other Metals","365387","Company Submitted Data",,,,,"403931","Company Submitted Data",,,,
"NIPPON LIGHT METAL CO. LTD.","51768","Japan","2012","2013-03-31T00:00:00.000","5703 JP","JP3700200003","Mining - Iron, Aluminum, Other Metals","336199","Company Submitted Data",,,,,"398865","Company Submitted Data",,,,
"NIPPON LIGHT METAL CO. LTD.","51768","Japan","2013","2014-03-31T00:00:00.000","5703 JP","JP3700200003","Mining - Iron, Aluminum, Other Metals","303079","Company Submitted Data",,,,,"385692","Company Submitted Data",,,,
"Nippon Paper Industries Co Ltd","49533","Japan","2011",,"3863 JT","JP3721600009","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"2500000","Model 2","5",,,,"1700000","Model 2","4",
"Nippon Paper Industries Co Ltd","49533","Japan","2012","2013-03-31T00:00:00.000","3863 JT","JP3721600009","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","5863000","CDP Response",,,,,"749000","CDP Response",,,,
"Nippon Paper Industries Co Ltd","49533","Japan","2013","2014-03-31T00:00:00.000","3863 JT","JP3721600009","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","6401000","CDP Response",,,,,"532000","CDP Response",,,,
"Nippon Steel & Sumitomo Metal Corporation","13338","Japan","2011","2012-03-31T00:00:00.000","5401 JP","JP3381000003","Mining - Iron, Aluminum, Other Metals","91400000","CDP Response",,,,,"1700000","CDP Response",,,,
"Nippon Steel & Sumitomo Metal Corporation","13338","Japan","2012","2013-03-31T00:00:00.000","5401 JP","JP3381000003","Mining - Iron, Aluminum, Other Metals","91800000","CDP Response",,,,,"2000000","CDP Response",,,,
"Nippon Steel & Sumitomo Metal Corporation","13338","Japan","2013","2014-03-31T00:00:00.000","5401 JP","JP3381000003","Mining - Iron, Aluminum, Other Metals","94600000","CDP Response",,,,,"3000000","CDP Response",,,,
"Nippon Valqua Industries Ltd","55086","Japan","2011",,"7995 JP","JP3744200001","Chemicals","3246.26","Company Submitted Data",,,,,"10936.99","Company Submitted Data",,,,
"Nippon Valqua Industries Ltd","55086","Japan","2012",,"7995 JP","JP3744200001","Chemicals","3421.13","Company Submitted Data",,,,,"15364.21","Company Submitted Data",,,,
"Nippon Valqua Industries Ltd","55086","Japan","2013",,"7995 JP","JP3744200001","Chemicals","3382.13","Company Submitted Data",,,,,"15984.71","Company Submitted Data",,,,
"Nisshin Steel Holdings Co., Ltd.","13369","Japan","2011",,"4NI GR","JP3676200003","Mining - Iron, Aluminum, Other Metals",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"Nisshin Steel Holdings Co., Ltd.","13369","Japan","2012",,"4NI GR","JP3676200003","Mining - Iron, Aluminum, Other Metals",,,"1500000","Model 2","4",,,,"410000","Model 2","2",
"Nisshin Steel Holdings Co., Ltd.","13369","Japan","2013",,"4NI GR","JP3676200003","Mining - Iron, Aluminum, Other Metals",,,"1500000","Model 2","4",,,,"480000","Model 2","3",
"Nitto Denko Corporation","13375","Japan","2011","2012-03-31T00:00:00.000","6988 JP","JP3684000007","Chemicals","407699","CDP Response",,,,,"217594","CDP Response",,,,
"Nitto Denko Corporation","13375","Japan","2012","2013-03-31T00:00:00.000","6988 JP","JP3684000007","Chemicals","410098","CDP Response",,,,,"297678","CDP Response",,,,
"Nitto Denko Corporation","13375","Japan","2013","2014-03-31T00:00:00.000","6988 JP","JP3684000007","Chemicals","430608","CDP Response",,,,,"317310","CDP Response",,,,
"NMDC","13390","India","2011",,"NMDC IN","INE584A01023","Mining - Iron, Aluminum, Other Metals",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"NMDC","13390","India","2012",,"NMDC IN","INE584A01023","Mining - Iron, Aluminum, Other Metals",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"NMDC","13390","India","2013",,"NMDC IN","INE584A01023","Mining - Iron, Aluminum, Other Metals",,,"430000","Model 2","3",,,,"300000","Model 2","3",
"Norbord Inc.","13422","Canada","2011",,"NBD CN","CA65548P4033","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"270000","Model 2","5",,,,"100000","Model 2","4",
"Norbord Inc.","13422","Canada","2012",,"NBD CN","CA65548P4033","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"320000","Model 2","4",,,,"120000","Model 2","3",
"Norbord Inc.","13422","Canada","2013",,"NBD CN","CA65548P4033","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"320000","Model 2","4",,,,"190000","Model 2","3",
"Norske Skog","13406","Norway","2011",,"NSG NO","NO0004135633","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","736000","CSR Report",,,,,"1640000","CSR Report",,,,
"Norske Skog","13406","Norway","2012",,"NSG NO","NO0004135633","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","547000","CSR Report",,,,,"1390000","CSR Report",,,,
